added_to_code,phrase,decision,library,target,source,reason
yes,drop shipper,add,setup-classifier,Dropshipping / Reselling,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,resale business,add,setup-classifier,Dropshipping / Reselling,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,online reseller,add,setup-classifier,Dropshipping / Reselling,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,custom printing,add,setup-classifier,Print on Demand,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,print shop,add,setup-classifier,Print on Demand,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,merch printing,add,setup-classifier,Print on Demand,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,subscription service,add,setup-classifier,Subscription Box Business,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,monthly box,add,setup-classifier,Subscription Box Business,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,curated box,add,setup-classifier,Subscription Box Business,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,freight forwarding,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,trucking company,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,transport company,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,logistics company,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,delivery carrier,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,taxi service,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,cab company,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,limo service,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,car service,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,moving service,add,setup-classifier,Moving Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,relocation company,add,setup-classifier,Moving Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,furniture moving,add,setup-classifier,Moving Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,delivery service,add,setup-classifier,Courier / Delivery Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,courier company,add,setup-classifier,Courier / Delivery Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,parcel delivery,add,setup-classifier,Courier / Delivery Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,storage facility,add,setup-classifier,Warehousing / Self-Storage,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,warehouse storage,add,setup-classifier,Warehousing / Self-Storage,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,self storage facility,add,setup-classifier,Warehousing / Self-Storage,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,artificial intelligence consulting,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,machine learning services,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,ai consulting,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,automation platform,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,app development company,add,setup-classifier,Software Development,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,web development company,add,setup-classifier,Software Development,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,software consultancy,add,setup-classifier,Software Development,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,programming shop,add,setup-classifier,Software Development,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,mobile app developer,add,setup-classifier,Software Development,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,managed it services,add,setup-classifier,IT / Managed Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,computer support company,add,setup-classifier,IT / Managed Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,network support,add,setup-classifier,IT / Managed Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,it help desk,add,setup-classifier,IT / Managed Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,cyber security consulting,add,setup-classifier,Cybersecurity Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,security testing,add,setup-classifier,Cybersecurity Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,penetration testing company,add,setup-classifier,Cybersecurity Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,information security firm,add,setup-classifier,Cybersecurity Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,employment agency,add,setup-classifier,Staffing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,temp staffing,add,setup-classifier,Staffing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,recruiting firm,add,setup-classifier,Staffing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,recruitment firm,add,setup-classifier,Staffing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,guard service,add,setup-classifier,Security Guard Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,security patrol,add,setup-classifier,Security Guard Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,private security company,add,setup-classifier,Security Guard Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,cleaning company,add,setup-classifier,Cleaning / Janitorial Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,janitorial service,add,setup-classifier,Cleaning / Janitorial Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,maid company,add,setup-classifier,Cleaning / Janitorial Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,house cleaning service,add,setup-classifier,Cleaning / Janitorial Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,exterminating service,add,setup-classifier,Pest Control,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,termite control,add,setup-classifier,Pest Control,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,pest removal,add,setup-classifier,Pest Control,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,advertising agency,add,setup-classifier,Marketing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,digital agency,add,setup-classifier,Marketing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,media buying agency,add,setup-classifier,Marketing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,seo agency,add,setup-classifier,Marketing Agency,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,public relations firm,add,setup-classifier,PR / Public Relations,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,communications firm,add,setup-classifier,PR / Public Relations,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,press agency,add,setup-classifier,PR / Public Relations,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,social media agency,add,setup-classifier,Social Media Management,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,content management agency,add,setup-classifier,Social Media Management,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,community management service,add,setup-classifier,Social Media Management,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,remote assistant service,add,setup-classifier,Virtual Assistant Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,executive assistant service,add,setup-classifier,Virtual Assistant Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,administrative support service,add,setup-classifier,Virtual Assistant Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,language translation service,add,setup-classifier,Translation Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,interpreting service,add,setup-classifier,Translation Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,localization agency,add,setup-classifier,Translation Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,consulting company,add,setup-classifier,Consulting / Professional Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,advisory practice,add,setup-classifier,Consulting / Professional Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,professional services firm,add,setup-classifier,Consulting / Professional Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,business consulting firm,add,setup-classifier,Consulting / Professional Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,solar installation company,add,setup-classifier,Solar Energy Installer,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,solar contractor,add,setup-classifier,Solar Energy Installer,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,photovoltaic installer,add,setup-classifier,Solar Energy Installer,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,plant nursery,add,setup-classifier,Nursery / Greenhouse,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,garden centre,add,setup-classifier,Nursery / Greenhouse,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,plant store,add,setup-classifier,Nursery / Greenhouse,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,dairy farm,add,setup-classifier,Farm / Agricultural Operation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,crop farm,add,setup-classifier,Farm / Agricultural Operation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,livestock farm,add,setup-classifier,Farm / Agricultural Operation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,organic farm,add,setup-classifier,Farm / Agricultural Operation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,pipeline contractor,add,setup-classifier,Utility / Pipeline Contractor,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,utility construction company,add,setup-classifier,Utility / Pipeline Contractor,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,fiber optic contractor,add,setup-classifier,Utility / Pipeline Contractor,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,photo studio,add,setup-classifier,Photography / Videography,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,video production company,add,setup-classifier,Photography / Videography,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,wedding photographer,add,setup-classifier,Photography / Videography,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,design studio,add,setup-classifier,Graphic Design,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,branding agency,add,setup-classifier,Graphic Design,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,logo design studio,add,setup-classifier,Graphic Design,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,creator studio,add,setup-classifier,Content Creator,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,media creator,add,setup-classifier,Content Creator,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,video creator,add,setup-classifier,Content Creator,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,event planner,add,setup-classifier,Event Planning,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,event management company,add,setup-classifier,Event Planning,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,meeting planner,add,setup-classifier,Event Planning,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,wedding planner,add,setup-classifier,Wedding Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,bridal service,add,setup-classifier,Wedding Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,wedding coordinator,add,setup-classifier,Wedding Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,music studio,add,setup-classifier,Music / Entertainment,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,recording studio,add,setup-classifier,Music / Entertainment,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,entertainment company,add,setup-classifier,Music / Entertainment,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,funeral service,add,setup-classifier,Funeral Home,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,cremation service,add,setup-classifier,Funeral Home,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,mortuary service,add,setup-classifier,Funeral Home,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,charitable organization,add,setup-classifier,Nonprofit Organization,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,community foundation,add,setup-classifier,Nonprofit Organization,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,volunteer organization,add,setup-classifier,Nonprofit Organization,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,pet grooming service,add,setup-classifier,Pet Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,dog walking service,add,setup-classifier,Pet Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,pet boarding service,add,setup-classifier,Pet Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,customs broker,add,setup-classifier,Import / Export,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,import export company,add,setup-classifier,Import / Export,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,international trade company,add,setup-classifier,Import / Export,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,coin laundry,add,setup-classifier,Laundromat / Dry Cleaning,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,laundry service,add,setup-classifier,Laundromat / Dry Cleaning,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,dry cleaner,add,setup-classifier,Laundromat / Dry Cleaning,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,tax preparer,add,market-regex-licensed_trade_pattern,LICENSED_TRADE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,real estate broker,add,market-regex-licensed_trade_pattern,LICENSED_TRADE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,insurance broker,add,market-regex-licensed_trade_pattern,LICENSED_TRADE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,private security company,add,market-regex-licensed_trade_pattern,LICENSED_TRADE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,massage therapist,add,market-regex-licensed_trade_pattern,LICENSED_TRADE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,day nursery,add,market-regex-children_focus_pattern,CHILDREN_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,nursery school,add,market-regex-children_focus_pattern,CHILDREN_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,early learning center,add,market-regex-children_focus_pattern,CHILDREN_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,child care center,add,market-regex-children_focus_pattern,CHILDREN_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,senior home care,add,market-regex-senior_focus_pattern,SENIOR_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,elder care,add,market-regex-senior_focus_pattern,SENIOR_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,in home care,add,market-regex-senior_focus_pattern,SENIOR_FOCUS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,cab company,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,taxi service,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,limo service,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,freight forwarding,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,logistics company,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,delivery carrier,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,oil change shop,add,market-regex-vehicle_fit_relevant_pattern,VEHICLE_FIT_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,beer garden,add,market-regex-inherently_seasonal_business_pattern,INHERENTLY_SEASONAL_BUSINESS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,wine tasting room,add,market-regex-inherently_seasonal_business_pattern,INHERENTLY_SEASONAL_BUSINESS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,wedding planner,add,market-regex-inherently_seasonal_business_pattern,INHERENTLY_SEASONAL_BUSINESS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,event planner,add,market-regex-inherently_seasonal_business_pattern,INHERENTLY_SEASONAL_BUSINESS_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,wealth management,add,market-regex-high_income_target_pattern,HIGH_INCOME_TARGET_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,luxury service,add,market-regex-high_income_target_pattern,HIGH_INCOME_TARGET_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,high net worth,add,market-regex-high_income_target_pattern,HIGH_INCOME_TARGET_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,low cost,add,market-regex-budget_target_pattern,BUDGET_TARGET_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,value priced,add,market-regex-budget_target_pattern,BUDGET_TARGET_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,discount service,add,market-regex-budget_target_pattern,BUDGET_TARGET_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,low cost,add,market-regex-budget_price_pattern,BUDGET_PRICE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,value priced,add,market-regex-budget_price_pattern,BUDGET_PRICE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,discount service,add,market-regex-budget_price_pattern,BUDGET_PRICE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,luxury service,add,market-regex-premium_price_pattern,PREMIUM_PRICE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,high end,add,market-regex-premium_price_pattern,PREMIUM_PRICE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,premium service,add,market-regex-premium_price_pattern,PREMIUM_PRICE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,cannabis shop,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,marijuana dispensary,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,weed dispensary,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,gun dealer,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,firearm shop,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,ammo shop,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,beer store,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,wine shop,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,package store,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,brew pub,add,market-regex-special_federal_license_pattern,SPECIAL_FEDERAL_LICENSE_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,building contractor,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,construction company,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,remodeling contractor,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,home renovation contractor,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,roof repair,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,lawn service,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,yard care,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,property manager office,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,estate agent,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,real estate office,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,loan broker,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,home loan broker,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,drain cleaning service,add,market-regex-housing_construction_relevant_pattern,HOUSING_CONSTRUCTION_RELEVANT_PATTERN,curated market phrase promotion,Safe phrase-level market signal for this regex gate.
yes,fast food restaurant,add,overpass-osm-tag,restaurants,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,takeout restaurant,add,overpass-osm-tag,restaurants,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,family restaurant,add,overpass-osm-tag,restaurants,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,espresso bar,add,overpass-osm-tag,cafes/coffee shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,coffee roaster,add,overpass-osm-tag,cafes/coffee shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,coffee stand,add,overpass-osm-tag,cafes/coffee shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,bake shop,add,overpass-osm-tag,bakeries,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,cake shop,add,overpass-osm-tag,bakeries,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,pastry shop,add,overpass-osm-tag,bakeries,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,cocktail lounge,add,overpass-osm-tag,bars/pubs,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,beer bar,add,overpass-osm-tag,bars/pubs,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,wine lounge,add,overpass-osm-tag,bars/pubs,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,brew pub,add,overpass-osm-tag,bars/pubs,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,mechanic shop,add,overpass-osm-tag,auto repair shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,repair garage,add,overpass-osm-tag,auto repair shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,brake repair,add,overpass-osm-tag,auto repair shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,oil change shop,add,overpass-osm-tag,auto repair shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,beauty shop,add,overpass-osm-tag,hair salons/barbershops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,barber shop,add,overpass-osm-tag,hair salons/barbershops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,grooming studio,add,overpass-osm-tag,hair salons/barbershops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,day spa,add,overpass-osm-tag,spas/beauty salons,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,massage spa,add,overpass-osm-tag,spas/beauty salons,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,food store,add,overpass-osm-tag,grocery stores/supermarkets,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,grocery market,add,overpass-osm-tag,grocery stores/supermarkets,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,fresh market,add,overpass-osm-tag,grocery stores/supermarkets,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,corner market,add,overpass-osm-tag,convenience stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,quick stop,add,overpass-osm-tag,convenience stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
