"word","confidence","library","target","overlap_terms","source_file"
"civilise","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","school","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"civilize","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","school","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"foundling","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","infant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"infancy","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","early childhood","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"philosophy","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","school","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"puerility","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","childhood","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pupil","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","school","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"schoolchild","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","school","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"tag","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","after","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"tot","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","toddler","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"yearling","direct-wordnet-synonym-review","setup-classifier","Childcare Center / Daycare","toddler","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"annoyance","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","pain neck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"backbone","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","spinal spine back","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bother","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","pain neck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"botheration","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","pain neck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"infliction","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","pain neck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"nuisance","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","pain neck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"rachis","direct-wordnet-synonym-review","setup-classifier","Chiropractic Practice","spinal spine back","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accession","direct-wordnet-synonym-review","setup-classifier","Cleaning / Janitorial Service","power","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"rosette","direct-wordnet-synonym-review","setup-classifier","Cleaning / Janitorial Service","window","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"washables","direct-wordnet-synonym-review","setup-classifier","Cleaning / Janitorial Service","washing laundry","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"coffeehouse","direct-wordnet-synonym-review","setup-classifier","Coffee Shop / Cafe","coffee cafe bar","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"saloon","direct-wordnet-synonym-review","setup-classifier","Coffee Shop / Cafe","bar house","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"anatomy","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bod","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"chassis","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"figure","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"fixing","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","repair","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"flesh","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"incision","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","dent","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"indent","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","dent","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"physique","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"skeleton","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"soma","direct-wordnet-synonym-review","setup-classifier","Collision / Auto Body Repair","frame","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pavement","direct-wordnet-synonym-review","setup-classifier","Concrete Contractor","paving sidewalk","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bivouac","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","site","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"campground","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","site","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"campsite","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","site","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"career","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"class","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"climacteric","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","change life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"curriculum","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"deed","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","human","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"deference","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","compliance","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"encampment","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","site","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"gybe","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","change course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"jib","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","change course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"jibe","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","change course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"lifeline","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"love","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"menopause","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","change life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"nightlife","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"organisation","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","administration","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"path","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"programme","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"recitation","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"relationship","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","human","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"row","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"supervisor","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","executive","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"syllabus","direct-wordnet-synonym-review","setup-classifier","Consulting / Professional Services","course","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"restroom","direct-wordnet-synonym-review","setup-classifier","Convenience Store","convenience station","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"doomsday","direct-wordnet-synonym-review","setup-classifier","Courier / Delivery Service","last day","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"eschaton","direct-wordnet-synonym-review","setup-classifier","Courier / Delivery Service","last day","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"join","direct-wordnet-synonym-review","setup-classifier","Credit Union","union","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"unionist","direct-wordnet-synonym-review","setup-classifier","Credit Union","union","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"caries","direct-wordnet-synonym-review","setup-classifier","Dental Practice","dental tooth","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cavity","direct-wordnet-synonym-review","setup-classifier","Dental Practice","dental tooth","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"net","direct-wordnet-synonym-review","setup-classifier","E-commerce / Online Store","web internet","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bypass","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical circuit","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"electrotherapy","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"galvanism","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"impedance","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"resistance","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"resistivity","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"shock","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"thunderstorm","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wattage","direct-wordnet-synonym-review","setup-classifier","Electrical Contractor","electrical electric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bring","direct-wordnet-synonym-review","setup-classifier","Excavation Contractor","land","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"dig","direct-wordnet-synonym-review","setup-classifier","Excavation Contractor","excavation site","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"plot","direct-wordnet-synonym-review","setup-classifier","Excavation Contractor","land","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"soil","direct-wordnet-synonym-review","setup-classifier","Excavation Contractor","dirt land","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"dairying","direct-wordnet-synonym-review","setup-classifier","Farm / Agricultural Operation","farming dairy","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"husbandry","direct-wordnet-synonym-review","setup-classifier","Farm / Agricultural Operation","farming agriculture","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"fund","direct-wordnet-synonym-review","setup-classifier","Financial Advisor","investment","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"underwriter","direct-wordnet-synonym-review","setup-classifier","Financial Advisor","investment","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"airgun","direct-wordnet-synonym-review","setup-classifier","Firearms Dealer","gun rifle","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"stove","direct-wordnet-synonym-review","setup-classifier","Food Manufacturing","kitchen","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"stove","direct-wordnet-synonym-review","setup-classifier","Food Truck","kitchen","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"graveyard","direct-wordnet-synonym-review","setup-classifier","Funeral Home","burial memorial cemetery","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"mortician","direct-wordnet-synonym-review","setup-classifier","Funeral Home","funeral director","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"necropolis","direct-wordnet-synonym-review","setup-classifier","Funeral Home","burial memorial cemetery","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"undertaker","direct-wordnet-synonym-review","setup-classifier","Funeral Home","funeral director","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advance","direct-wordnet-synonym-review","setup-classifier","General Contractor","improvement","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"anatomy","direct-wordnet-synonym-review","setup-classifier","General Contractor","build","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"construct","direct-wordnet-synonym-review","setup-classifier","General Contractor","build","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"overhaul","direct-wordnet-synonym-review","setup-classifier","General Contractor","renovation","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"patronage","direct-wordnet-synonym-review","setup-classifier","General Contractor","trade","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"privy","direct-wordnet-synonym-review","setup-classifier","General Contractor","bathroom","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"recast","direct-wordnet-synonym-review","setup-classifier","General Contractor","remodel","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"redevelopment","direct-wordnet-synonym-review","setup-classifier","General Contractor","renovation","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"reforge","direct-wordnet-synonym-review","setup-classifier","General Contractor","remodel","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cultural","direct-wordnet-synonym-review","setup-classifier","Grocery Store","ethnic","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ethnical","direct-wordnet-synonym-review","setup-classifier","Grocery Store","ethnic","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"foodstuff","direct-wordnet-synonym-review","setup-classifier","Grocery Store","grocery","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"example","direct-wordnet-synonym-review","setup-classifier","Gym / Fitness Center","exercise","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"exercising","direct-wordnet-synonym-review","setup-classifier","Gym / Fitness Center","workout exercise","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"mat","direct-wordnet-synonym-review","setup-classifier","Gym / Fitness Center","gym","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"order","direct-wordnet-synonym-review","setup-classifier","Gym / Fitness Center","club","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pack","direct-wordnet-synonym-review","setup-classifier","Gym / Fitness Center","camp","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"society","direct-wordnet-synonym-review","setup-classifier","Gym / Fitness Center","club","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"jeweler","direct-wordnet-synonym-review","setup-classifier","Handmade / Craft Business","maker jewelry","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"jeweller","direct-wordnet-synonym-review","setup-classifier","Handmade / Craft Business","maker jewelry","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"amphibian","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","aircraft","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cutter","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","boat ship","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"locomotive","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","engine","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"manufactory","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","manufacturing plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"manufacture","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","manufacturing fabrication","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pinnace","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","boat ship","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"rocket","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","engine","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"shipbuilder","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","builder ship","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"shipwright","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","builder ship","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"steelworks","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","steel plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"tender","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","boat ship","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"works","direct-wordnet-synonym-review","setup-classifier","Heavy Manufacturing","industrial plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"part","direct-wordnet-synonym-review","setup-classifier","Home Daycare","share","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"older","direct-wordnet-synonym-review","setup-classifier","Home Health Agency","elder senior","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"eas","direct-wordnet-synonym-review","setup-classifier","Hospital","emergency","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"infirmary","direct-wordnet-synonym-review","setup-classifier","Hospital","hospital","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"court","direct-wordnet-synonym-review","setup-classifier","Hotel / Motel / Inn","hotel inn","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"backup","direct-wordnet-synonym-review","setup-classifier","IT / Managed Services","computer","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"substructure","direct-wordnet-synonym-review","setup-classifier","IT / Managed Services","infrastructure","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"barrow","direct-wordnet-synonym-review","setup-classifier","Landscaping","lawn garden","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wheelbarrow","direct-wordnet-synonym-review","setup-classifier","Landscaping","lawn garden","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"washables","direct-wordnet-synonym-review","setup-classifier","Laundromat / Dry Cleaning","laundry wash","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acres","direct-wordnet-synonym-review","setup-classifier","Law Firm","estate","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"assess","direct-wordnet-synonym-review","setup-classifier","Law Firm","tax","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"assessor","direct-wordnet-synonym-review","setup-classifier","Law Firm","tax","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"chattel","direct-wordnet-synonym-review","setup-classifier","Law Firm","personal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"court","direct-wordnet-synonym-review","setup-classifier","Law Firm","law","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"crime","direct-wordnet-synonym-review","setup-classifier","Law Firm","law criminal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"damage","direct-wordnet-synonym-review","setup-classifier","Law Firm","injury","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"divorcement","direct-wordnet-synonym-review","setup-classifier","Law Firm","divorce","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"effects","direct-wordnet-synonym-review","setup-classifier","Law Firm","personal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"immovable","direct-wordnet-synonym-review","setup-classifier","Law Firm","estate","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"incorporated","direct-wordnet-synonym-review","setup-classifier","Law Firm","corporate","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"jurisprudence","direct-wordnet-synonym-review","setup-classifier","Law Firm","law","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"personalty","direct-wordnet-synonym-review","setup-classifier","Law Firm","estate personal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"prosecution","direct-wordnet-synonym-review","setup-classifier","Law Firm","criminal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"proximity","direct-wordnet-synonym-review","setup-classifier","Law Firm","law","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"taxation","direct-wordnet-synonym-review","setup-classifier","Law Firm","tax","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"clutch","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","batch","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cotton","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"dahl","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"deal","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","batch","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"gathering","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","assembly","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"lightly","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","light","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"lightness","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","light","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"loose","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","light","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"louse","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"manufactory","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","manufacturing factory plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"mill","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","manufacturing factory plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"oncidium","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pea","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pilot","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","light","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"poinsettia","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"psylla","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"psyllid","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"spark","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","light","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sparkle","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","light","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"steelworks","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","factory plant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wad","direct-wordnet-synonym-review","setup-classifier","Light Manufacturing","batch","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"representation","direct-wordnet-synonym-review","setup-classifier","Marketing Agency","agency performance","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"doc","direct-wordnet-synonym-review","setup-classifier","Medical Practice","doctor physician","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"intimate","direct-wordnet-synonym-review","setup-classifier","Medical Practice","internal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"intrude","direct-wordnet-synonym-review","setup-classifier","Medical Practice","nose","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"labyrinth","direct-wordnet-synonym-review","setup-classifier","Medical Practice","internal ear","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"medico","direct-wordnet-synonym-review","setup-classifier","Medical Practice","doctor physician","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"national","direct-wordnet-synonym-review","setup-classifier","Medical Practice","internal","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"paediatrics","direct-wordnet-synonym-review","setup-classifier","Medical Practice","medicine pediatric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pediatrics","direct-wordnet-synonym-review","setup-classifier","Medical Practice","medicine pediatric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pedology","direct-wordnet-synonym-review","setup-classifier","Medical Practice","medicine pediatric","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pry","direct-wordnet-synonym-review","setup-classifier","Medical Practice","nose","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"alcoholism","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","addiction","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"apply","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","practice","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"attitude","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","mental","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"core","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","substance","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"drunkenness","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","addiction","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"essence","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","substance","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"function","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","social","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"gist","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","substance","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"habit","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","substance abuse","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"impression","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","mental depression","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"inebriation","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","addiction","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"love","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"maltreatment","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","treatment abuse","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"misuse","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","abuse","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pattern","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","practice","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"reproduction","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","life","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"unbalance","direct-wordnet-synonym-review","setup-classifier","Mental Health Practice","mental","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"mortgagee","direct-wordnet-synonym-review","setup-classifier","Mortgage Broker","mortgage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"spam","direct-wordnet-synonym-review","setup-classifier","Moving Company","junk","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"booker","direct-wordnet-synonym-review","setup-classifier","Music / Entertainment","booking agent","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"movement","direct-wordnet-synonym-review","setup-classifier","Nonprofit Organization","social cause","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"stimulate","direct-wordnet-synonym-review","setup-classifier","Nonprofit Organization","cause","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
