added_to_code,phrase,decision,library,target,source,reason
no,boot camp,skip,setup-classifier,Gym / Fitness Center,existing classifier phrase,Already present in the runtime keyword library.
no,group fitness,skip,setup-classifier,Gym / Fitness Center,existing classifier phrase,Already present in the runtime keyword library.
no,workout studio,skip,setup-classifier,Gym / Fitness Center,existing classifier phrase,Already present in the runtime keyword library.
no,weight training,skip,setup-classifier,Gym / Fitness Center,existing classifier phrase,Already present in the runtime keyword library.
no,exercise studio,skip,setup-classifier,Gym / Fitness Center,existing classifier phrase,Already present in the runtime keyword library.
no,personal trainer,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,fitness coach,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,strength coach,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,weight loss coach,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,fitness coaching,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,one on one training,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,athletic training,skip,setup-classifier,Personal Training,existing classifier phrase,Already present in the runtime keyword library.
no,hair salon,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,beauty salon,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,nail salon,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,nail studio,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,med spa,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,skin clinic,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,blow dry bar,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,hair color,skip,setup-classifier,Spa / Salon,existing classifier phrase,Already present in the runtime keyword library.
no,men s grooming,skip,setup-classifier,Barbershop,existing classifier phrase,Already present in the runtime keyword library.
no,straight razor,skip,setup-classifier,Barbershop,existing classifier phrase,Already present in the runtime keyword library.
no,body art,skip,setup-classifier,Tattoo Studio,existing classifier phrase,Already present in the runtime keyword library.
no,body modification,skip,setup-classifier,Tattoo Studio,existing classifier phrase,Already present in the runtime keyword library.
no,ink studio,skip,setup-classifier,Tattoo Studio,existing classifier phrase,Already present in the runtime keyword library.
no,tattoo shop,skip,setup-classifier,Tattoo Studio,existing classifier phrase,Already present in the runtime keyword library.
no,car dealership,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,auto dealership,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,sell cars,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,used cars,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,new cars,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,pre owned,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,vehicle sales,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,car lot,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,auto sales,skip,setup-classifier,Auto Dealership,existing classifier phrase,Already present in the runtime keyword library.
no,body shop,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,collision repair,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,auto body,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,dent removal,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,auto paint,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,car restoration,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,frame repair,skip,setup-classifier,Collision / Auto Body Repair,existing classifier phrase,Already present in the runtime keyword library.
no,car wash,skip,setup-classifier,Car Wash,existing classifier phrase,Already present in the runtime keyword library.
no,auto detailing,skip,setup-classifier,Car Wash,existing classifier phrase,Already present in the runtime keyword library.
no,car detailing,skip,setup-classifier,Car Wash,existing classifier phrase,Already present in the runtime keyword library.
no,vehicle detailing,skip,setup-classifier,Car Wash,existing classifier phrase,Already present in the runtime keyword library.
no,touchless wash,skip,setup-classifier,Car Wash,existing classifier phrase,Already present in the runtime keyword library.
no,self serve wash,skip,setup-classifier,Car Wash,existing classifier phrase,Already present in the runtime keyword library.
no,auto repair,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,car repair,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,automotive service,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,oil change,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,car maintenance,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,vehicle repair,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,auto shop,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,car shop,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,inspection station,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,tune up,skip,setup-classifier,Auto Repair Shop,existing classifier phrase,Already present in the runtime keyword library.
no,electrical contractor,skip,setup-classifier,Electrical Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,electrical panel,skip,setup-classifier,Electrical Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,electric install,skip,setup-classifier,Electrical Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,lighting install,skip,setup-classifier,Electrical Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,ev charging install,skip,setup-classifier,Electrical Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,generator install,skip,setup-classifier,Electrical Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,water heater,skip,setup-classifier,Plumbing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,water line,skip,setup-classifier,Plumbing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,bathroom plumbing,skip,setup-classifier,Plumbing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,kitchen plumbing,skip,setup-classifier,Plumbing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,leak repair,skip,setup-classifier,Plumbing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,air conditioning,skip,setup-classifier,HVAC Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,ac install,skip,setup-classifier,HVAC Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,heat pump,skip,setup-classifier,HVAC Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,mini split,skip,setup-classifier,HVAC Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,air quality,skip,setup-classifier,HVAC Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,metal roof,skip,setup-classifier,Roofing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,flat roof,skip,setup-classifier,Roofing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,roof repair,skip,setup-classifier,Roofing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,roof replacement,skip,setup-classifier,Roofing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,roof install,skip,setup-classifier,Roofing Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,lawn care,skip,setup-classifier,Landscaping,existing classifier phrase,Already present in the runtime keyword library.
no,lawn mowing,skip,setup-classifier,Landscaping,existing classifier phrase,Already present in the runtime keyword library.
no,tree service,skip,setup-classifier,Landscaping,existing classifier phrase,Already present in the runtime keyword library.
no,tree trimming,skip,setup-classifier,Landscaping,existing classifier phrase,Already present in the runtime keyword library.
no,snow removal,skip,setup-classifier,Landscaping,existing classifier phrase,Already present in the runtime keyword library.
no,lawn maintenance,skip,setup-classifier,Landscaping,existing classifier phrase,Already present in the runtime keyword library.
no,stamped concrete,skip,setup-classifier,Concrete Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,retaining wall concrete,skip,setup-classifier,Concrete Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,painting contractor,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,house painting,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,interior painting,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,exterior painting,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,commercial painting,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,paint company,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,wall coating,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,epoxy floor,skip,setup-classifier,Painting Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,dirt work,skip,setup-classifier,Excavation Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,site preparation,skip,setup-classifier,Excavation Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,land clearing,skip,setup-classifier,Excavation Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,general contractor,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,home builder,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,home improvement,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,construction company,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,specialty contractor,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,trade contractor,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,licensed contractor,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,commercial construction,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,build homes,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,custom home,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,kitchen remodel,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,bathroom remodel,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,home renovation,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,residential construction,skip,setup-classifier,General Contractor,existing classifier phrase,Already present in the runtime keyword library.
no,property management,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,landlord services,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,rental management,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,apartment management,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,hoa management,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,tenant screening,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,property manager,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,leasing management,skip,setup-classifier,Property Management,existing classifier phrase,Already present in the runtime keyword library.
no,real estate developer,skip,setup-classifier,Real Estate Developer,existing classifier phrase,Already present in the runtime keyword library.
no,land developer,skip,setup-classifier,Real Estate Developer,existing classifier phrase,Already present in the runtime keyword library.
no,real estate development,skip,setup-classifier,Real Estate Developer,existing classifier phrase,Already present in the runtime keyword library.
no,housing development,skip,setup-classifier,Real Estate Developer,existing classifier phrase,Already present in the runtime keyword library.
no,commercial development,skip,setup-classifier,Real Estate Developer,existing classifier phrase,Already present in the runtime keyword library.
no,mixed use development,skip,setup-classifier,Real Estate Developer,existing classifier phrase,Already present in the runtime keyword library.
no,short term rental,skip,setup-classifier,Short-Term Rental,existing classifier phrase,Already present in the runtime keyword library.
no,vacation rental,skip,setup-classifier,Short-Term Rental,existing classifier phrase,Already present in the runtime keyword library.
no,holiday rental,skip,setup-classifier,Short-Term Rental,existing classifier phrase,Already present in the runtime keyword library.
no,furnished rental,skip,setup-classifier,Short-Term Rental,existing classifier phrase,Already present in the runtime keyword library.
no,rental arbitrage,skip,setup-classifier,Short-Term Rental,existing classifier phrase,Already present in the runtime keyword library.
no,boutique hotel,skip,setup-classifier,Hotel / Motel / Inn,existing classifier phrase,Already present in the runtime keyword library.
no,extended stay,skip,setup-classifier,Hotel / Motel / Inn,existing classifier phrase,Already present in the runtime keyword library.
no,bed and breakfast,skip,setup-classifier,Bed & Breakfast,existing classifier phrase,Already present in the runtime keyword library.
no,bed & breakfast,skip,setup-classifier,Bed & Breakfast,existing classifier phrase,Already present in the runtime keyword library.
no,inn rental,skip,setup-classifier,Bed & Breakfast,existing classifier phrase,Already present in the runtime keyword library.
no,real estate agent,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,real estate broker,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,home sales,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,property sales,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,buying homes,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,selling homes,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,real estate,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,property listing,skip,setup-classifier,Real Estate Brokerage / Agent,existing classifier phrase,Already present in the runtime keyword library.
no,law firm,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,legal services,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,legal counsel,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,estate planning,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,corporate law,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,criminal defense,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,family law,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,personal injury,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,intellectual property,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,immigration law,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,employment law,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,tax attorney,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,business law,skip,setup-classifier,Law Firm,existing classifier phrase,Already present in the runtime keyword library.
no,mortgage broker,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,home loan,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,mortgage lender,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,mortgage originator,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,home financing,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,fha loan,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,va loan,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,usda loan,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,jumbo loan,skip,setup-classifier,Mortgage Broker,existing classifier phrase,Already present in the runtime keyword library.
no,financial advisor,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,financial planner,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,wealth management,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,investment advisor,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,retirement planning,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,portfolio management,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,registered investment advis,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,asset management,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,estate planning financial,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,ira planning,skip,setup-classifier,Financial Advisor,existing classifier phrase,Already present in the runtime keyword library.
no,insurance agency,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,insurance broker,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,life insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,auto insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,homeowners insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,commercial insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,health insurance broker,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,business insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,liability insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,workers comp insurance,skip,setup-classifier,Insurance Agency,existing classifier phrase,Already present in the runtime keyword library.
no,tax preparation,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,tax return,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,tax firm,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,tax office,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,accounting firm,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,certified public accountant,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,tax season,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,bookkeeping service,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,payroll service,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,accounting service,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,financial statement,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,tax consulting,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,virtual bookkeeper,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,accounts payable,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,accounts receivable,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,small business accounting,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,expense tracking,skip,setup-classifier,Accounting / Bookkeeping / Tax Preparation,existing classifier phrase,Already present in the runtime keyword library.
no,credit union,skip,setup-classifier,Credit Union,existing classifier phrase,Already present in the runtime keyword library.
no,member owned bank,skip,setup-classifier,Credit Union,existing classifier phrase,Already present in the runtime keyword library.
no,field of membership,skip,setup-classifier,Credit Union,existing classifier phrase,Already present in the runtime keyword library.
no,savings and loan,skip,setup-classifier,Bank / Financial Institution,existing classifier phrase,Already present in the runtime keyword library.
no,thrift institution,skip,setup-classifier,Bank / Financial Institution,existing classifier phrase,Already present in the runtime keyword library.
no,deposit account,skip,setup-classifier,Bank / Financial Institution,existing classifier phrase,Already present in the runtime keyword library.
no,community bank,skip,setup-classifier,Bank / Financial Institution,existing classifier phrase,Already present in the runtime keyword library.
no,chartered bank,skip,setup-classifier,Bank / Financial Institution,existing classifier phrase,Already present in the runtime keyword library.
no,engineering firm,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,civil engineer,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,structural engineer,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,mechanical engineer,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,electrical engineer,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,engineering consulting,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,engineering services,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,pe stamp,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,professional engineer,skip,setup-classifier,Engineering Firm,existing classifier phrase,Already present in the runtime keyword library.
no,food manufacturing,skip,setup-classifier,Food Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,food processing,skip,setup-classifier,Food Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,commercial kitchen production,skip,setup-classifier,Food Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,co packer,skip,setup-classifier,Food Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,packaged food production,skip,setup-classifier,Food Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,chemical manufacturing,skip,setup-classifier,Chemical Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,chemical plant,skip,setup-classifier,Chemical Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,chemical production,skip,setup-classifier,Chemical Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,industrial chemicals,skip,setup-classifier,Chemical Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,factory production,skip,setup-classifier,Light Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,production facility,skip,setup-classifier,Light Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,fabrication plant,skip,setup-classifier,Light Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,heavy manufacturing,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,heavy equipment,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,heavy machinery,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,industrial machinery,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,industrial equipment,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,machinery manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,metal fabrication,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,steel fabrication,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,forging plant,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,boat builder,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,boat building,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,boat manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,ship builder,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,aerospace manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,aircraft manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,automobile manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,vehicle manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,engine manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,appliance manufactur,skip,setup-classifier,Heavy Manufacturing,existing classifier phrase,Already present in the runtime keyword library.
no,child care center,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,after school program,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,before school care,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,kids program,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,toddler care,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,infant care,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,early childhood,skip,setup-classifier,Childcare Center / Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,home daycare,skip,setup-classifier,Home Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,in home daycare,skip,setup-classifier,Home Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,family daycare,skip,setup-classifier,Home Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,home based childcare,skip,setup-classifier,Home Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,nanny share,skip,setup-classifier,Home Daycare,existing classifier phrase,Already present in the runtime keyword library.
no,private school,skip,setup-classifier,Private School,existing classifier phrase,Already present in the runtime keyword library.
no,charter school,skip,setup-classifier,Private School,existing classifier phrase,Already present in the runtime keyword library.
no,boarding school,skip,setup-classifier,Private School,existing classifier phrase,Already present in the runtime keyword library.
no,independent school,skip,setup-classifier,Private School,existing classifier phrase,Already present in the runtime keyword library.
no,christian school,skip,setup-classifier,Private School,existing classifier phrase,Already present in the runtime keyword library.
no,faith based school,skip,setup-classifier,Private School,existing classifier phrase,Already present in the runtime keyword library.
no,test prep,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,sat prep,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,act prep,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,homework help,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,academic coaching,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,learning center,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,math tutoring,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,reading program,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,stem tutoring,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,college prep,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
no,study skills,skip,setup-classifier,Tutoring Center,existing classifier phrase,Already present in the runtime keyword library.
